513	10
22	82
412	238
299	800
3	320
446	526
171	259
26	434
173	172
90	552
14	48
32	171
26	461
765	189
217	287
213	146
672	626
345	5
247	253
162	64
59	60
162	222
197	144
200	105
197	31
4	803
174	367
63	19
92	152
69	64
22	234
39	594
395	232
169	192
122	117
204	380
62	379
39	62
272	35
171	79
58	91
118	3
622	202
13	91
187	180
23	22
188	81
594	797
37	10
122	44
375	8
48	461
439	29
4	262
1	2
37	591
3	52
1	193
522	244
96	75
546	256
139	70
266	383
42	779
197	140
99	264
211	490
1	6
146	319
226	41
139	867
443	3
608	3
197	769
275	5
211	287
258	862
42	15
275	292
247	213
291	5
195	188
206	50
62	84
174	76
124	63
39	140
61	5
211	70
122	452
7	186
255	5
585	2
3	51
182	36
38	540
117	457
131	44
55	110
253	193
414	212
26	440
69	171
10	4
146	70
155	8
2	4
56	251
370	150
5	24
117	86
3	3
237	5
132	171
266	171
35	15
15	257
171	384
171	15
367	85
7	77
21	180
48	550
52	169
131	5
724	351
255	131
206	60
337	180
280	78
124	121
73	10
643	818
126	65
86	10
204	172
238	230
122	15
296	70
632	6
172	216
12	325
185	855
42	243
69	151
99	208
253	11
254	44
202	96
139	269
157	288
253	379
184	574
211	48
3	139
134	152
176	354
8	452
215	3
92	14
380	193
97	858
300	50
90	59
51	270
129	152
36	101
137	601
191	51
91	19
197	68
222	224
414	44
34	27
93	167
202	796
143	31
184	51
686	60
144	51
304	44
13	274
5	12
195	271
8	21
134	69
275	19
55	46
590	19
253	45
793	435
304	67
13	65
193	255
188	125
261	48
211	52
71	35
509	8
11	452
191	298
26	73
43	645
358	55
413	44
36	19
369	658
837	818
367	86
603	152
447	51
31	62
443	442
289	60
6	229
123	6
10	11
329	199
235	3
7	255
99	488
36	226
479	10
159	257
53	46
201	46
201	148
241	128
13	251
176	140
115	72
807	90
279	5
91	466
292	5
346	267
62	476
117	153
62	323
131	253
83	47
48	191
17	60
261	97
360	213
796	301
268	434
102	132
117	300
527	60
10	320
7	13
6	187
118	17
193	264
117	73
245	64
117	264
187	171
3	268
227	51
10	215
39	208
323	33
202	12
96	652
256	177
18	20
479	8
179	185
197	225
45	60
611	10
289	81
246	6
12	143
12	151
138	119
181	5
540	5
146	55
30	19
389	367
95	121
22	199
134	6
100	465
97	240
238	35
26	61
157	10
370	91
96	126
227	10
6	193
9	11
193	44
242	105
32	240
367	35
28	19
551	6
97	172
117	246
104	216
256	60
337	245
549	199
34	17
478	60
115	55
222	264
268	3
49	480
246	86
288	146
139	199
92	61
258	240
150	65
197	138
31	216
86	3
205	191
529	199
479	48
38	463
117	798
23	3
47	216
414	46
232	269
143	169
300	64
4	63
268	6
20	319
304	359
85	60
57	49
372	193
90	64
71	480
7	130
204	400
20	19
197	365
131	38
51	18
294	70
49	130
117	188
27	39
244	320
171	38
375	71
623	10
103	5
59	172
184	111
605	521
131	63
88	51
96	7
106	208
548	65
69	168
555	5
458	19
38	461
122	205
379	63
4	86
134	36
96	292
189	41
71	86
49	74
134	154
157	138
222	75
38	37
5	140
47	55
30	343
16	164
27	167
304	243
96	44
198	75
57	56
134	264
290	258
274	36
173	199
321	51
116	542
44	70
86	246
855	97
100	41
117	64
213	191
172	230
193	82
470	6
176	287
52	343
217	435
43	108
329	89
59	381
187	72
137	282
90	97
101	292
93	130
142	303
13	593
206	12
44	132
257	390
122	10
143	56
213	309
71	263
106	44
71	639
159	447
120	193
220	36
44	97
87	60
117	623
222	63
227	164
48	261
193	359
38	47
594	51
139	345
237	27
37	62
125	793
215	121
90	787
213	15
162	151
52	10
14	71
334	243
127	10
16	421
174	469
1	308
174	35
14	9
38	121
259	567
444	505
176	320
15	111
190	797
166	29
41	2
202	110
130	484
518	3
139	189
188	526
281	85
370	320
171	469
602	6
86	6
117	443
22	264
37	505
275	46
389	180
179	61
24	22
6	317
196	3
6	335
117	316
34	50
226	15
18	421
296	6
47	254
641	140
13	90
374	51
4	60
39	64
288	60
64	2
26	128
59	171
21	64
62	141
512	3
138	287
75	24
79	19
265	51
159	70
5	496
222	253
85	171
34	521
253	90
200	62
134	56
125	442
157	13
730	51
13	379
198	163
30	71
48	21
274	27
265	5
144	8
32	60
272	44
57	379
12	848
235	51
26	256
58	507
38	762
225	19
297	163
280	24
26	186
56	62
4	352
49	153
187	15
202	379
38	116
48	172
206	90
35	44
5	191
380	3
37	38
26	249
162	20
171	343
15	180
238	379
4	268
26	319
144	60
99	253
468	255
115	16
43	130
10	130
526	211
721	74
602	35
120	8
273	10
172	3
7	44
58	3
45	574
31	56
427	74
150	200
9	5
59	340
2	116
842	191
117	621
124	62
46	5
150	287
71	6
39	247
92	304
39	370
234	130
138	292
863	199
15	54
25	19
14	44
164	3
162	110
103	220
41	5
220	91
620	216
141	205
120	494
193	317
61	38
479	599
37	154
275	6
258	90
738	422
162	10
68	5
24	144
26	38
97	64
22	116
130	429
45	243
13	377
190	588
192	121
50	65
54	46
532	200
204	262
289	199
96	2
60	379
798	8
114	786
122	193
51	488
55	65
175	146
96	212
26	298
46	517
300	199
380	381
603	8
39	35
26	501
8	71
142	90
178	8
321	132
173	440
8	275
289	12
117	8
121	464
418	266
246	94
12	344
375	199
42	205
201	90
890	853
33	189
356	60
134	856
174	5
297	301
339	10
730	64
94	91
391	14
217	376
96	404
704	64
33	11
281	60
194	38
100	56
356	218
3	72
71	290
159	45
101	318
231	171
90	132
4	45
183	3
37	251
364	216
269	19
194	469
262	6
123	111
114	8
245	90
201	38
5	222
197	320
55	36
418	132
204	56
57	27
667	44
188	65
102	31
117	63
275	275
62	193
125	35
161	39
49	385
725	52
94	493
232	469
201	30
337	550
37	199
38	13
628	44
88	19
389	385
526	216
275	222
2	38
321	264
133	6
124	138
374	6
501	264
23	62
26	91
162	56
4	218
442	240
171	193
656	36
79	5
62	15
213	94
213	8
237	18
160	51
96	11
195	6
27	67
192	730
447	48
182	199
270	30
100	88
62	128
134	361
184	461
96	215
59	2
162	217
172	19
123	205
390	8
134	232
188	277
751	343
229	10
69	72
359	35
137	174
128	261
602	186
564	3
39	114
1	629
164	166
22	65
27	74
377	45
173	74
90	590
51	3
18	24
185	76
222	188
35	64
225	11
26	657
12	78
125	51
250	270
1	243
2	146
213	51
180	200
33	64
115	266
23	44
58	10
53	527
197	132
297	441
588	76
439	44
117	166
39	148
197	56
120	250
4	802
58	44
70	94
297	8
674	464
237	223
293	56
53	488
292	155
472	24
166	128
174	31
179	240
279	466
361	36
270	140
48	35
39	70
96	120
321	565
58	149
47	132
47	8
122	361
126	531
64	27
16	20
4	39
102	100
391	2
179	136
756	30
138	414
9	51
157	16
433	659
33	326
766	208
330	90
3	193
8	8
657	60
117	310
199	39
444	64
154	10
49	247
226	188
290	180
34	193
158	820
206	247
591	74
179	269
202	123
1	65
212	19
31	128
198	414
296	60
26	193
481	68
233	493
7	19
189	264
51	343
206	303
207	32
47	49
79	287
94	41
50	303
141	10
55	256
101	466
246	152
137	205
59	100
29	63
96	184
215	493
429	264
49	193
220	180
97	171
9	251
197	46
375	222
62	179
46	188
48	33
5	335
128	121
20	3
419	60
339	188
161	10
27	171
187	253
13	343
34	250
54	49
123	62
117	379
387	88
122	92
258	21
99	27
7	243
48	27
293	493
276	353
127	180
844	191
64	169
22	39
179	46
116	36
62	158
39	800
117	82
133	146
22	166
38	64
115	38
12	567
242	60
129	588
43	62
297	111
19	78
222	89
105	38
42	554
5	180
298	51
24	464
174	199
292	63
566	6
31	35
184	349
585	367
230	286
13	45
486	5
48	12
63	624
254	496
11	38
56	8
122	140
33	105
275	64
43	132
288	24
594	71
481	60
212	5
137	210
142	787
44	86
30	359
98	91
146	547
51	247
583	130
364	202
576	425
1	414
175	205
201	60
43	359
281	312
294	136
206	10
191	325
240	10
231	243
288	132
211	44
224	10
57	21
145	64
412	10
10	657
250	64
440	240
225	165
369	383
207	110
222	54
831	3
46	421
504	64
62	342
146	156
206	320
97	68
356	314
5	250
524	90
94	386
15	176
201	51
7	171
185	64
782	8
41	10
20	130
492	60
222	123
270	65
26	18
251	4
71	100
471	466
55	189
132	154
527	216
509	19
26	869
38	276
107	691
55	385
12	147
100	370
225	259
46	30
162	319
359	50
835	38
370	74
13	171
411	64
48	17
62	505
603	55
207	112
59	148
166	119
46	89
1	4
265	3
292	479
44	325
198	379
293	8
3	222
234	125
142	164
13	243
233	8
203	12
124	70
288	337
26	62
201	78
47	214
100	7
193	94
10	466
247	245
414	132
55	243
50	233
447	30
159	25
127	8
627	379
206	195
102	128
341	384
29	6
49	140
55	8
297	496
26	670
39	304
140	527
20	78
38	125
190	8
33	63
13	184
133	856
153	35
316	442
52	446
362	199
125	61
184	55
185	240
182	180
37	3
71	144
278	309
16	74
375	63
202	2
26	468
58	33
103	38
231	51
13	39
117	591
100	157
137	19
190	146
528	376
289	67
22	35
143	129
281	461
193	11
184	251
602	10
7	264
188	124
259	47
185	35
24	71
298	152
4	21
117	111
38	335
486	64
145	8
11	294
316	786
3	65
430	36
95	45
265	210
59	126
200	90
120	19
181	90
170	85
35	51
584	46
366	297
174	193
297	171
274	200
180	3
369	65
28	35
12	19
675	3
316	2
102	153
53	155
223	128
50	154
38	129
146	54
504	339
175	193
476	90
276	171
7	27
155	121
12	359
56	13
35	199
46	347
854	825
27	186
62	216
2	132
59	447
34	3
6	785
241	193
185	464
366	5
6	2
156	247
192	732
5	305
222	5
42	38
253	36
205	132
59	464
3	154
157	69
186	8
346	18
101	429
139	193
157	505
645	193
4	54
166	240
323	82
57	3
430	199
487	3
117	140
50	11
297	6
138	3
213	55
12	353
250	44
479	29
6	8
94	320
97	797
174	60
211	212
211	90
44	180
102	74
560	10
145	38
130	21
38	164
7	312
13	421
265	132
28	60
55	54
255	240
344	815
268	205
46	50
199	264
98	347
33	180
343	15
227	15
370	90
275	78
58	783
52	325
117	266
130	15
185	216
339	74
189	123
138	51
109	605
192	52
174	385
62	240
192	5
50	783
342	3
150	6
53	528
652	64
212	527
59	84
49	180
2	63
266	31
239	275
207	154
85	140
85	64
38	46
18	240
28	14
215	238
640	6
26	675
200	379
514	39
6	250
5	15
94	63
5	72
47	38
79	68
27	222
508	125
153	6
61	35
64	5
72	10
108	19
53	451
192	78
2	44
476	30
100	164
102	537
187	3
62	171
103	39
184	808
90	215
10	464
85	199
56	39
198	603
133	216
739	121
605	48
199	64
155	99
7	342
49	65
2	138
128	174
222	41
342	44
265	155
39	100
159	24
34	36
46	451
5	201
93	444
187	74
139	73
170	320
55	62
15	562
4	128
87	132
444	757
56	603
11	466
98	3
127	652
12	633
35	38
99	62
643	264
751	254
30	448
5	212
122	77
336	193
171	625
25	29
276	68
234	275
6	68
11	56
187	193
55	528
12	285
3	19
143	759
334	575
56	57
120	90
437	653
395	261
539	51
54	56
407	216
7	493
399	464
35	8
337	52
346	171
145	3
24	6
8	65
44	78
171	5
172	52
237	56
551	199
878	10
86	70
154	31
14	21
56	314
117	208
370	254
100	4
58	174
385	16
117	191
640	5
102	13
92	463
1	429
139	10
33	5
198	258
9	320
485	52
86	216
190	315
43	382
13	35
20	64
445	60
398	36
2	258
212	230
264	19
205	3
62	4
264	68
115	359
165	21
246	65
15	10
97	379
81	199
150	31
191	45
585	372
132	70
133	72
610	193
63	184
474	56
120	36
386	35
90	21
96	476
295	3
261	5
357	705
530	216
204	839
253	168
5	266
122	650
1	521
59	30
276	346
43	163
59	45
265	11
188	245
12	76
4	252
414	64
66	287
117	250
96	85
26	11
357	35
118	442
42	191
165	364
388	4
212	400
38	314
166	10
540	3
146	192
295	434
27	458
5	62
211	6
583	379
50	119
162	15
119	343
134	304
134	199
4	381
211	356
297	2
117	802
43	45
105	19
180	598
141	220
117	115
389	205
6	458
199	193
192	566
44	292
196	240
369	403
342	38
242	171
47	96
3	61
57	46
156	90
220	193
18	210
192	287
139	54
246	216
297	50
411	547
198	39
117	304
532	90
295	211
12	88
52	151
268	90
183	457
36	35
528	240
246	7
402	3
246	10
70	6
58	2
88	264
612	10
292	464
7	89
628	261
201	188
45	537
607	379
570	89
52	379
36	457
617	325
262	3
233	220
203	421
13	364
52	56
43	113
26	31
104	21
120	51
96	535
414	246
127	36
241	19
179	191
103	222
126	54
23	90
12	73
127	123
318	39
201	21
62	10
246	247
122	154
479	90
6	90
212	452
290	169
165	64
82	60
117	586
820	127
314	50
159	44
263	797
96	36
27	38
144	6
16	319
120	68
117	532
5	301
26	308
4	136
12	659
375	74
28	38
192	205
122	343
26	574
188	230
279	11
13	298
85	189
5	226
34	253
203	648
101	55
12	213
192	199
59	452
59	608
870	261
213	464
33	261
228	70
34	381
16	780
133	274
891	853
55	796
322	90
117	138
150	19
61	56
102	793
184	44
198	146
253	21
117	341
590	255
2	149
698	64
255	201
513	185
251	326
16	171
16	323
245	171
5	225
142	22
143	11
157	57
52	64
394	218
193	40
657	188
296	10
302	177
122	56
162	126
59	82
23	78
7	6
228	171
189	55
12	92
71	2
96	407
50	771
167	828
127	155
69	61
122	241
188	379
163	2
192	63
43	35
62	91
5	38
358	297
133	172
588	64
342	48
26	262
430	266
220	6
201	269
268	63
476	35
22	222
51	464
111	35
117	411
140	261
26	172
39	701
39	264
181	20
436	799
200	15
288	205
192	21
234	19
99	38
197	222
44	19
356	76
5	3
570	60
832	216
47	60
470	8
199	152
188	2
30	74
9	787
189	70
212	317
33	152
106	320
59	7
18	30
92	6
298	44
598	193
13	229
22	71
379	60
21	344
13	10
297	90
474	191
50	454
181	63
187	269
257	320
159	74
14	39
497	97
212	218
633	54
297	31
179	449
57	47
96	421
171	865
12	84
264	213
5	61
122	202
277	29
57	320
98	65
32	15
192	27
121	21
49	45
772	6
38	24
184	172
373	286
56	2
318	435
586	52
467	24
160	60
163	90
359	2
62	143
198	216
212	710
143	2
26	206
52	777
567	6
116	64
208	205
253	217
28	672
369	563
26	368
222	801
159	377
51	193
251	90
139	27
102	90
190	457
49	286
40	3
18	319
46	469
256	843
99	246
162	45
13	314
211	566
124	193
546	397
43	240
99	493
58	89
138	291
1	10
210	384
274	110
255	72
479	35
138	76
13	56
162	308
383	35
35	186
202	78
31	152
512	6
63	155
197	463
162	116
288	71
250	146
59	294
329	132
45	164
26	690
539	64
225	152
715	449
3	435
254	150
199	41
702	3
235	65
96	240
202	247
217	6
174	308
5	205
53	8
54	10
104	454
181	65
184	460
106	60
5	457
275	385
184	21
143	240
163	19
19	39
185	151
343	64
191	44
222	10
205	240
469	192
162	11
200	465
520	3
81	60
49	435
293	90
26	21
48	482
199	3
356	55
25	132
385	849
17	51
1	675
19	5
610	51
26	464
243	35
178	27
11	25
3	223
17	193
117	267
92	180
17	39
37	74
384	222
212	39
157	60
321	323
9	62
30	2
2	227
49	460
138	64
200	3
231	174
727	8
176	39
341	44
46	507
56	11
233	172
191	38
179	52
294	6
44	169
15	774
145	11
50	168
245	269
359	30
38	39
253	97
137	240
124	30
174	2
46	123
202	90
140	3
16	57
281	10
132	5
127	558
204	82
265	85
14	521
1	56
212	21
254	8
162	130
2	3
26	89
38	172
47	124
262	35
172	240
126	30
15	282
395	19
146	46
635	5
181	8
317	264
433	58
101	19
59	351
440	288
98	286
213	199
102	65
51	64
226	45
43	151
12	7
76	485
295	240
369	60
503	117
103	30
61	347
199	229
117	877
432	2
269	193
279	581
58	56
99	52
188	318
115	19
18	9
8	38
53	62
173	193
222	62
213	712
389	379
97	90
13	8
54	464
391	171
91	74
31	298
46	442
204	388
491	493
259	171
139	248
211	193
389	444
46	296
210	163
87	3
48	19
728	70
221	48
418	245
276	38
137	132
46	91
53	256
474	152
96	332
47	169
99	452
44	377
659	247
305	10
178	51
367	662
207	243
55	19
509	52
137	110
35	264
63	2
405	240
179	64
9	485
623	641
210	731
190	38
99	570
253	64
133	2
187	301
54	193
35	520
63	132
21	68
195	403
253	240
193	105
263	19
39	212
23	5
187	353
34	122
184	262
16	264
413	247
334	359
17	72
191	10
107	21
222	269
65	262
4	716
581	64
198	180
774	6
172	27
237	30
30	163
46	846
193	68
447	49
65	10
45	8
26	41
29	76
263	579
275	38
49	35
159	253
38	38
38	171
120	35
262	264
265	683
146	39
201	94
39	78
237	19
197	172
18	154
361	19
117	165
35	345
59	110
50	108
213	471
757	51
20	22
434	74
605	320
106	304
96	400
153	10
50	56
47	90
203	46
185	84
620	38
124	15
544	246
137	276
17	212
225	691
468	243
51	89
104	38
159	64
119	5
59	149
91	9
245	247
43	171
360	315
196	87
297	82
116	205
384	3
2	296
123	5
193	320
28	3
561	193
275	423
138	169
47	191
141	63
22	6
138	171
263	74
91	8
281	35
159	39
53	464
48	132
190	171
193	12
546	172
279	124
830	297
62	123
50	146
612	849
602	171
385	820
30	128
97	50
283	247
35	105
293	264
55	191
200	205
279	245
329	359
840	839
213	132
346	51
171	241
166	414
16	60
47	261
11	199
49	91
43	60
581	8
276	199
199	19
421	8
297	119
62	353
202	39
538	193
128	8
117	139
204	216
21	82
59	85
33	74
199	44
129	548
272	148
179	35
149	2
63	30
55	4
136	19
90	76
323	19
53	111
162	219
162	52
26	6
233	195
479	130
141	35
233	76
39	359
22	9
90	51
433	44
124	35
99	2
430	2
192	222
105	39
155	786
513	19
59	39
45	68
95	139
502	163
198	51
203	371
26	224
50	72
157	52
13	185
71	8
233	193
46	65
117	19
205	2
26	86
134	5
47	760
220	16
156	113
206	847
19	234
12	871
126	64
138	29
96	657
619	301
14	17
10	6
246	60
45	51
39	63
46	57
222	615
143	41
186	10
11	4
26	132
6	442
31	191
231	436
205	46
25	90
20	784
146	247
117	548
153	154
719	3
199	172
14	154
78	24
192	275
48	858
91	275
46	146
276	442
226	50
181	323
9	262
52	189
250	85
59	278
193	438
6	219
232	10
189	60
253	72
85	84
11	44
202	84
28	459
391	21
202	6
276	383
222	184
244	212
159	797
54	287
264	144
33	36
174	252
28	414
126	205
138	189
181	562
144	44
193	756
58	41
220	38
585	6
192	449
193	148
385	19
69	201
168	60
62	441
162	433
62	378
120	64
143	459
58	628
97	41
187	39
201	140
213	19
172	325
446	44
119	466
52	314
143	438
113	21
274	5
134	130
201	479
589	275
339	665
45	21
99	148
119	193
157	304
362	3
233	169
193	444
126	10
202	460
115	65
140	15
6	275
26	867
198	575
174	44
251	218
14	3
185	13
171	254
122	317
252	156
184	96
225	281
270	64
131	49
114	10
173	378
162	457
191	6
749	205
44	343
265	44
162	3
243	140
6	163
174	39
290	199
120	205
343	46
116	10
17	2
157	46
51	8
1	62
162	71
117	776
195	5
184	64
225	438
415	45
117	256
35	215
4	498
48	188
265	55
38	14
48	82
530	5
99	240
131	2
374	38
5	152
4	367
270	261
58	132
49	612
231	90
258	562
203	65
185	39
53	404
90	247
193	802
447	464
226	261
158	435
125	6
278	64
654	444
2	182
301	64
479	286
1	582
181	180
120	198
193	186
246	193
138	2
162	68
50	628
15	171
245	10
59	223
361	64
435	116
255	185
5	155
35	65
21	9
11	129
124	13
194	5
69	84
59	707
201	4
4	64
181	10
48	243
2	278
421	84
346	11
39	416
255	35
220	8
26	19
188	12
16	65
184	84
179	651
100	205
141	276
97	151
128	193
262	64
166	205
221	60
61	27
440	376
132	44
217	38
198	52
26	422
126	5
668	72
12	74
57	202
254	121
334	15
1	9
393	240
139	90
100	275
245	379
247	302
27	240
375	274
50	24
431	35
143	99
6	121
198	188
479	56
117	68
95	5
6	332
5	386
116	24
4	71
145	275
125	48
98	243
449	45
632	19
15	61
17	130
124	2
144	205
50	136
191	202
23	140
34	21
117	509
95	8
265	99
357	39
38	134
159	58
134	44
275	111
174	254
99	466
45	30
52	377
237	78
190	238
158	10
51	6
16	282
100	6
614	165
90	465
185	123
43	213
193	269
117	258
46	128
469	171
172	245
17	354
103	12
18	8
59	264
369	171
526	464
143	442
190	359
53	78
11	74
717	10
223	5
645	54
80	35
63	309
113	247
447	153
101	205
4	460
51	69
118	2
262	19
185	319
90	495
101	199
26	303
26	126
9	64
240	49
16	140
158	6
166	199
100	89
3	256
201	193
35	35
199	199
339	382
143	610
175	379
2	193
790	472
548	39
15	316
299	6
447	70
30	46
16	15
246	314
116	59
144	132
276	3
120	676
26	44
6	4
136	8
610	359
346	144
9	805
140	30
50	3
99	152
259	44
59	111
581	364
706	10
116	19
124	507
180	464
420	435
431	152
16	256
49	242
137	297
11	65
160	850
182	844
14	234
133	19
48	169
136	35
150	253
167	128
96	390
263	220
48	193
284	50
93	3
179	132
62	39
771	64
212	192
118	36
232	36
120	212
174	64
431	2
22	21
45	36
546	64
47	20
848	823
273	21
272	10
609	193
115	191
217	45
184	52
254	90
814	10
596	205
129	52
430	264
117	276
370	51
137	414
21	218
232	64
278	3
207	3
187	85
389	8
59	6
49	403
144	46
123	8
126	586
190	855
246	8
184	60
264	10
96	33
117	506
8	199
39	216
261	282
26	4
198	64
117	330
203	38
201	88
28	335
289	510
235	8
813	74
159	320
117	13
93	383
795	297
23	148
157	51
159	88
391	3
264	164
430	269
631	44
321	5
171	68
346	15
358	10
392	379
102	39
365	3
196	264
283	333
193	74
59	283
342	29
385	385
46	6
169	229
46	359
220	90
33	38
255	182
64	84
133	193
125	144
297	89
12	35
134	797
34	74
489	64
276	320
201	240
49	68
27	60
598	169
430	130
337	30
233	51
100	51
101	64
143	8
509	51
138	223
14	12
55	30
134	863
17	591
365	90
159	19
212	84
56	49
236	126
83	8
96	153
196	5
275	132
183	51
36	38
20	18
267	60
38	90
337	591
384	163
53	47
109	55
292	370
321	216
71	172
36	222
96	61
222	261
346	35
14	2
289	354
33	652
135	6
71	188
59	4
4	3
231	3
196	199
92	36
32	3
64	3
213	121
180	469
231	199
583	10
50	150
204	8
55	64
49	163
47	199
204	3
18	6
86	111
276	162
26	15
254	199
256	305
198	325
179	38
123	60
204	60
2	651
553	90
33	793
15	35
45	324
97	6
27	44
807	10
13	427
87	6
380	6
372	469
11	287
12	105
167	60
207	247
66	163
162	174
5	99
6	144
29	205
323	18
150	60
15	212
13	202
38	751
4	456
102	250
191	199
31	8
21	60
742	121
12	152
210	582
199	460
5	208
191	456
2	89
203	51
255	193
126	60
279	492
580	10
531	121
48	783
162	36
370	383
172	45
30	4
72	731
83	118
195	193
106	8
270	56
3	384
190	86
199	90
23	325
606	180
171	243
63	51
61	163
55	229
190	6
117	94
200	27
321	320
59	247
201	39
7	188
781	199
43	351
159	222
281	212
3	31
375	44
71	314
327	21
27	8
195	370
225	70
163	55
97	140
10	193
295	205
226	35
37	292
17	36
21	325
33	10
4	193
821	444
120	697
101	27
92	50
185	30
202	21
39	38
215	45
201	12
213	44
198	152
442	111
141	31
117	85
472	64
357	493
133	56
139	379
26	60
96	793
91	286
171	174
40	52
198	10
216	3
258	313
43	118
129	10
174	471
